Clara Landon,27,7.21
Ronald Wade,22,5.36
Tanya Engle,18,3.12
Lillian Battee,25,3.87
Donna Ankrom,19,7.47
Thomas Williams,30,5.15
Jennifer Phillips,27,1.78
Sandra Sinn,24,1.46
Brenda Hernandez,21,6.29
Quincy Hammond,22,2.43
Jackie Green,25,0.42
Raymond Kimbrel,23,4.31
Clyde Schuchart,20,9.36
Jennifer Schlesser,19,6.69
Jacob Durbin,26,5.55
Walter Howard,26,5.61
Ruby Luther,22,2.96
Dave Gipson,25,7.32
Donna Brazil,21,5.75
Jenifer Norris,28,4.32
Byron Beatty,28,6.97
Sharon Forrest,19,3.84
Seymour Roper,25,3.18
Ellen Jensen,20,4.33
Ira Cunningham,23,4.33
Calvin Franke,18,0.25
Stephanie Gray,21,1.86
Shane Baptiste,27,2.12
Kari Richardson,27,6.63
Robert Jensen,22,9.18
Teresita Hatch,22,5.63
Melissa Staples,28,5.52
Gidget Bacon,25,5.7
Lewis Skinner,29,1.85
Minnie Michaud,22,4.59
Diane Bowman,21,7.01
Jeffrey Mejorado,19,2.05
William Greenway,18,6.63
Dolores Green,25,9.25
Stephanie Petty,30,3.6
Eva Egge,23,5.69
Kathleen Scott,22,4.97
Haley Vargas,28,5.54
Marian Rojas,23,7.22
Keith Garcia,30,0.35
Joshua Cavaretta,28,1.32
Scot Flesher,29,9.75
William Carter,22,1.35
Pearl Miller,24,3.47
Rebeca Williams,20,1.05
Pearl Oberholtzer,22,6.3
Barbara Carlyle,24,2.96
Robert Brownlee,27,2.74
Vincent Lim,25,0.16
Nancy Mcgovern,28,2.42
Roberto Cecil,28,1.86
Michael Warmbier,23,8.15
James James,22,5.3
Antonio Roberts,18,8.61
Rachel Dekker,24,1.19
Talisha Lastrapes,22,3.07
Clara Davis,18,5.67
Fermin Shaffer,22,9.27
Jacqueline Aguilar,20,7.14
Julie Mueller,20,2.11
Andrew Willis,27,1.39
Chelsea Chase,21,9.69
Caroline Thrower,20,4.36
James Wong,18,9.41
James Clark,28,5.79
Joann Peragine,21,3.93
Karen Watkins,19,3.39
Ellen Jeffers,25,4.25
Mina Ferreira,21,1.1
Kenneth Rieves,21,0.84
Margaret Whittington,23,4.7
Raphael Wofford,20,4.1
Carlos Williams,21,0.68
Amy Kelly,19,9.84
Holly Rodriguez,27,0.36
Lee Dardar,29,7.93
Owen Johnson,24,7.01
Michael Dirden,29,1.12
Karen Devine,21,8.44
Patricia Dallas,22,0.1
Ella Barrickman,27,4.94
Julie Espinal,21,8.46
Luis Bryant,27,0.51
Michael Kelsey,29,4.86
Mary Watts,23,3.27
Melissa Fee,22,6.26
Ronald Bordelon,30,6.95
Donald Richardson,24,2.88
Beverly Bashir,18,9.37
Cody Tyson,20,0.35
Timothy Waggner,24,8.44
Lorraine French,18,0.14
John Jackson,20,7.66
Cherry Nelson,27,8.77
David Walker,29,3.24
Justin Stephens,20,8.19
Rebecca Dishner,26,9.05
Letitia Bowens,25,0.22
Lisa Stakkeland,27,6.23
Larry Smith,28,7.99
Meghan Swain,26,9.0
Alice Laughlin,27,2.4
Pauline Taylor,18,3.12
Edward Marvin,19,4.37
James Johnson,24,2.64
Lowell Price,18,8.59
Donnie Goslee,18,5.16
Thelma Carpio,22,2.84
Richard White,29,6.77
Juanita Bass,26,8.22
Teresa Lafountain,28,9.14
Jamie Rowe,27,1.73
Dale Bobo,23,7.49
Charles Wolfman,22,7.34
Timothy Peck,29,0.91
Evelyn Whitehead,19,0.13
Deborah Richardson,30,7.04
Antonio Vallery,23,8.51
Neil Nathan,23,7.28
Kevin Olcott,28,1.59
Patricia Hutt,26,1.04
Ted Neal,19,0.64
Shawanda Gonzales,20,6.38
Vivian Hay,25,2.1
Charles Ran,19,8.79
Edward Mccary,29,2.84
Hugh Emily,18,9.55
Jerry Baker,19,2.69
Catherine Taylor,19,1.62
Roberto Rozmus,20,4.06
Chad Morris,21,7.41
Lucy Cowan,21,9.17
Vickie Ainslie,30,5.78
Robert Schofield,20,9.5
Earl Springer,27,0.11
James Jahr,27,2.36
Patricia Given,27,7.48
Thomas Kim,22,3.74
Carolyn Bell,24,8.45
Diana Oliver,29,5.79
Dave Longbrake,29,0.99
Jeremy Forsyth,30,6.76
Eugene Tuenge,27,3.13
Natalie Thomas,27,9.94
Willie Butler,26,0.04
Matthew Hills,28,6.14
Donald Smith,28,4.97
Theresa Lang,20,8.4
Sheri Caro,19,0.98
Linda Lindsey,28,2.01
Benjamin Skaggs,20,1.19
Brian Andrade,21,1.27
Zita Cordeiro,21,0.2
James Brooks,18,2.32
Martha Carroll,22,0.49
Angela Hairston,26,2.07
Kirstin Cobian,30,2.2
Richard Lopinto,24,8.64
Kim Nuttall,29,9.8
James Cook,24,3.53
Marcus Walk,25,5.47
Jennifer Sherman,19,1.12
Flora Melancon,23,3.03
Joe Evans,26,8.04
Clara Moore,29,3.59
Patricia Sanchez,24,9.11
David Stewart,26,8.84
Carla Adams,23,1.11
Rebecca Micheals,25,3.7
Isabel Schmidt,20,0.15
Ryan Demmons,21,0.83
Raquel Will,23,4.15
Barbara Glass,22,1.21
Jose Pickhardt,30,4.58
Christopher Lagrange,28,0.56
Willie Carlson,27,9.21
Anthony Cisneros,25,5.58
Jacob Rippy,20,4.18
Elizabeth Skinner,29,3.29
Alecia Sheehan,27,6.52
Kathryn Bergman,23,4.67
Shirley Diaz,28,6.64
Brian Miller,28,4.57
Morris Phu,27,9.59
Kathleen Shaffer,23,7.21
Joshua Knudson,23,3.54
James Tyson,24,2.24
Sherri Vang,19,8.78
Mark Finley,28,8.01
Jason Wharton,25,2.8
Carmen Welby,18,4.86
Keith Williams,20,6.84
Douglas Bernard,30,3.79
Mona Stengel,30,5.4
Wendell Fields,25,1.43
Pierre Anderson,28,7.7
Emma Peyton,26,9.38
Marissa Wheeler,28,4.51
Aimee Taylor,25,3.85
Donald Gearhart,21,6.92
Ronald Lucas,29,5.7
Dianna Wong,18,0.15
George Stinnett,18,8.52
William Bartsch,26,8.42
Gary Stokes,23,1.7
Jaime Jette,27,4.24
Penni Laporte,18,6.29
Charlie Hinkle,21,3.23
David Ward,30,8.42
Brian Casillas,30,7.34
John Graham,29,0.88
Judith Sellers,28,2.6
Richard Acuna,18,8.62
Edward Walker,25,9.75
Kathleen Doyle,19,8.48
Cynthia Richardson,24,1.1
Nichole Tickle,28,7.35
Randi Bennett,21,3.85
Patsy Morton,25,8.48
John Williams,21,5.72
Jeffrey Conte,23,1.67
Andrew Carter,29,8.24
Helen Adams,24,4.18
Anita Moore,29,3.1
Sean Sines,26,9.61
Rodney Fitzgerald,29,6.87
Emily Banks,23,3.25
Kathleen Goulet,23,9.82
Maria Sansburn,21,4.46
Thomas Mckenny,29,5.18
Shannon Martin,22,8.67
Williams Lane,19,4.97
Paula Moore,18,0.36
Jim Martinez,28,9.38
Bryant Schrock,28,9.78
Doris Smudrick,26,0.42
Doris Truesdale,20,9.4
Megan Jones,26,7.22
Ruth Davis,30,2.45
Katherine Familia,19,0.06
Zachary Keenan,24,9.34
Larry Morris,18,5.81
George Senn,26,5.67
Michael Murphy,28,2.96
Michael Anderson,19,8.03
Luis Ingram,30,9.39
Edward Taylor,19,0.32
Joseph Smith,24,8.22
Nathan Mcgill,18,1.19
Edward Ellis,19,4.51
May Bowie,30,0.91
Marilee Forker,25,8.96
Anne Lipman,18,6.75
Edith Pinney,30,9.63
Dorothy Dueber,27,6.34
Denise Ogrady,30,7.0
Isabel Battey,25,1.72
John Brown,21,9.79
Maxie Presley,19,1.13
Mary Javier,19,2.08
Robert Tafoya,23,0.14
Edna Mcdonald,27,4.03
Jeanne Hudgins,22,5.22
Miguel Dehart,29,8.44
Guillermo Mendoza,28,5.02
Lori Pinkerton,23,1.63
Janet Tinsley,23,5.37
James Rodenberger,21,0.78
Michelle Netzer,28,0.29
Louie Meador,27,3.04
Renee Farfalla,29,7.5
Victor Garrido,23,0.21
Edward Slife,19,1.67
Steven Jageman,29,9.68
Alyson Glover,29,7.2
Robert Burrell,26,5.83
Heidi Landa,27,7.72
Madeline Lyons,23,0.68
Esther Thompson,28,5.32
Azucena Mehling,30,1.95
Jennifer Harris,24,0.93
Jesse Ober,27,6.68
Jean Severson,19,8.67
Gary Baillargeon,22,3.66
Darcie Giles,27,0.13
Erin Coulter,27,1.48
Kayla Jansen,25,2.19
Fabian Bowers,30,2.69
Anthony Griffin,28,9.16
Adam Johnson,29,5.53
Henry Hirsch,26,6.13
Carla Sullivan,29,3.24
Gregory Kathan,18,4.65
Numbers Phillips,30,5.75
Roger Garcia,22,1.69
Leon Smith,25,4.81
Craig Roberts,23,1.02
Dan Smith,26,6.03
Cathy Reynolds,29,4.97
Melanie Hadsell,23,3.01
Molly Cossey,19,5.19
Amanda Abbott,20,7.64
Pauline Lacourse,26,7.03
Doreen Conrad,20,3.64
Chandra Highsmith,29,8.35
Hattie Clemons,19,9.29
Maria Eisenberg,28,6.4
Yvette Hadaway,23,7.87
Cory Bales,30,3.27
Gail Kelly,28,6.84
Diane Reid,25,6.84
Michael Dalton,21,3.44
Laura Rodriguez,30,3.9
Steven Wilson,22,6.27
Eileen Casavant,25,9.6
George Rosas,23,6.27
Derrick Snyder,19,4.42
Cindy Payne,26,9.0
Joyce Ross,28,7.66
James Key,19,2.81
Patricia Hoggatt,27,1.65
Korey Cruz,23,5.58
Keith Burke,26,2.91
Eddy Bussard,29,6.24
Kathleen Sundberg,26,9.8
Andre Bailey,22,2.85
William Hebner,28,3.69
Angelica Thomas,26,7.01
Judith Miller,22,0.33
Patricia Daniel,20,0.62
William Spelman,23,9.29
Stephanie Kline,24,3.81
Edward Culver,20,0.54
Luis Davis,23,5.53
Dennis Fowler,18,6.32
Tommy Newton,25,0.56
Tammy Laforce,21,6.53
Concepcion Blake,27,1.5
Abraham Ferris,21,3.56
James Jackson,23,1.14
Rupert Fasciano,29,1.93
Mary Kirby,26,3.14
Alonzo Sigmon,20,8.89
Roger Golden,30,0.83
Michael Clark,27,9.81
Marjorie Schulte,24,7.54
Amanda Schulte,30,1.08
Amanda Mcburney,29,3.67
Alan French,21,2.34
Lori Johnson,24,5.27
Edward Burford,28,0.39
Jody Amerman,29,7.97
Irma Burlew,29,1.11
Ina Bentley,27,3.12
Jamie Koziel,18,3.71
Curtis Moriarity,29,8.22
Victor Martinez,27,0.86
Maureen Hedgecock,20,1.67
Doris Fike,21,7.16
Jacob Schechter,30,1.22
Katherine Roylance,24,3.04
Katherine Summers,25,4.16
Ashleigh Greigo,18,8.98
Donna Ferguson,28,9.56
Elmer Stuart,21,2.24
Michael Poole,23,3.82
Doris Leggette,23,0.27
Francine Henderson,18,3.63
Helen Vargas,22,1.48
Jason Villarreal,24,5.01
Mark Rudolph,23,1.57
Guadalupe Nelson,20,1.26
Caroline Blackburn,21,6.53
Roman Ross,29,6.52
Dianne Wormley,26,9.51
Carol Koslosky,23,9.79
Monique Nix,24,8.8
Paula Shaffer,29,0.65
Wesley Duncan,28,4.42
Carolyn Daggett,26,4.2
Stacy Kirsch,22,3.52
Adrian Whitten,18,7.85
David Miller,24,6.57
Steven Szmidt,27,4.75
Christopher Brown,25,6.27
Mark Smith,28,8.79
David Race,27,5.4
Richard Nunez,25,6.37
Laura Langley,22,9.87
Timothy Church,28,0.19
Nicole Torres,19,3.3
Denice Mauldin,23,1.78
Daniel Lopez,28,7.01
Carol Edington,21,8.13
Darrell Sotto,29,8.57
Melinda Johnson,25,8.04
Darrell Monfort,18,0.82
Stacy Cameron,23,9.33
William Mathias,25,4.91
Keith Ferguson,25,0.22
Chris Steele,19,3.13
Kay Arpin,23,1.43
Candace Mcdearmont,20,0.05
Tammy Phipps,19,7.93
Linda Allen,21,6.65
Samantha Rucker,25,4.85
Abram Vargas,25,5.9
Donna Cuevas,24,3.31
Maureen Walker,23,6.9
Dawn Damon,25,2.34
George Edgar,20,0.59
Heather Peck,23,6.59
Martin Rork,23,0.22
Sherri Burt,25,0.69
Steven Turner,18,6.67
Roger Clements,20,9.18
James Baker,20,6.0
David Doe,18,2.41
Twana Fitzgerald,20,6.13
Kristi Labeau,27,4.08
Jeri Simpson,27,6.93
Angelia Allen,25,1.13
James Victoria,26,7.97
Harvey Cabler,28,2.01
John Jahnke,25,1.32
Charles Blagg,21,9.92
Sara West,27,4.52
Paul Klein,27,3.84
Andrew Kemp,27,0.77
Kevin Thurmond,28,7.03
Kevin Williams,20,8.63
Ona Spanton,19,5.98
Florence Graham,25,9.74
Arlen Kelleher,18,7.11
Paulette Eller,23,5.28
Mary Puentes,24,5.3
Eugene Plummer,27,0.74
Sabrina Pierce,27,9.79
Chanell Hart,19,7.0
Magdalena Mcclure,27,0.27
Kevin Ramirez,30,0.97
James Phillips,26,3.88
Casey Butler,29,8.82
James Lewis,25,3.06
Pamela Velasquez,26,2.44
Terry Green,20,4.41
Naomi Knight,21,3.68
Helen Salak,19,4.32
Susan Bridgeman,18,2.06
Susan Wagner,27,3.55
Gilberto Hall,30,1.5
Jasper Demetro,23,8.33
Kimberly Hope,28,3.74
Dorothy Jones,26,5.76
Anthony Haigh,21,8.68
Pamela Winston,29,9.99
Carlos Shavers,18,7.53
Louis Meade,21,0.78
Kenneth Young,27,0.6
Willie Ricard,20,6.82
Hubert Lent,20,9.4
Sean Loughry,29,9.98
Fernando Bailey,25,5.93
Wendy Scott,28,0.06
Charity Mills,23,8.44
John Dailey,24,0.13
Michael Gilmore,23,4.22
John Mount,30,8.18
Jose Densmore,27,3.62
Mark Aguilar,28,1.37
Christopher Dare,18,3.69
Thomas Johnson,20,6.03
Gerald Goodman,25,3.64
Mary Huddleston,21,2.39
Phyllis Vincent,28,1.71
Gary Humphrey,27,6.58
Claire Spelman,20,7.48
Larry Samples,28,1.06
Hugo Curtis,22,9.35
Raymond Bennett,28,9.11
Amanda Abbott,29,7.38
Gwendolyn Lane,18,3.99
Tim Dawson,25,4.6
Chris Burris,30,0.21
Richard Perry,24,0.4
Weldon Edwards,25,0.64
Dawn Lawless,23,7.76
Blaine Cullum,18,0.74
Wendy Victor,18,0.88
Richard Mccann,18,0.48
Jean Pflieger,25,7.44
Virginia Wilkinson,27,8.06
Karen Gentges,24,5.79
Priscilla Miller,25,6.76
Terisa Pipes,27,0.92
Marcus Miller,23,0.05
Jay Knox,18,8.03
Daniel Mayo,23,0.85
Jacqueline Fairfax,27,9.6
Erin Nozum,22,7.51
Christopher Garrison,29,0.76
June Woodruff,19,8.54
Austin Rivet,26,9.31
Ryan Jaramillo,24,2.49
Holly Marion,25,1.86
Nancy Batts,21,5.03
Lewis Walker,25,9.27
Nancy Cruz,28,7.42
Valerie Bass,19,1.84
Carl Ward,28,4.37
Noemi Paulding,21,3.27
Carolyn Stiles,25,3.48
Chad Lee,19,5.68
Garry Dennie,22,3.32
Christy Puckett,25,5.93
Martin Reyes,25,7.95
Dollie Kelley,21,4.42
Erika Moultrie,23,6.79
Vivian Eaton,21,4.3
Patricia Whetstine,24,3.45
Angela Noble,30,2.09
Kimberly Conrow,24,2.14
Melanie Sheroan,18,8.86
Ruth Holliday,20,1.61
Lori Larkins,18,9.92
Marilyn Martinez,19,1.24
Tammy Swigart,22,6.78
Mary Hulse,27,2.49
Frankie Sand,26,8.11
Neal Babino,20,6.45
Becky Williams,26,1.16
Kathleen Higgins,23,0.64
Janet Ottrix,22,6.64
Aurelia Graham,27,6.38
Arthur Guthmiller,29,1.46
Bryan Trunzo,20,0.59
Henry Seaman,26,8.92
Julie Akers,21,8.37
Susanne Wolfe,27,1.69
Lesia Meginnes,25,3.33
Robert Parsons,22,3.94
Stevie Guymon,29,6.63
James Vera,19,5.58
Steve Petti,18,5.23
Flora Allen,18,2.56
Ronald Ruiz,24,8.07
Catherine Meeter,28,3.42
Jacob Outlaw,20,1.22
Deborah Walter,20,7.4
Mike Thomas,24,6.94
Rebecca Howard,21,1.18
Robin Cannellos,25,1.28
Doris Dix,25,2.14
Santiago Dipasquale,22,1.47
Herman Lindsay,24,9.96
Sara Garcia,20,0.88
Nancy Fox,30,7.39
Paula Parker,23,4.21
Angela Theriot,21,4.03
Aaron Church,27,3.22
Jennifer Kirkpatrick,29,6.61
Norman Collins,19,1.41
Tammy Nenno,22,6.28
Rebecca Pugh,28,1.26
John Glass,19,1.72
Mary Fred,22,3.84
Vicente Breitbart,26,1.22
Andrea Knodel,25,0.68
Thomas Simon,30,1.12
Jeffrey Schmidt,22,2.81
Arthur Birdwell,20,0.08
Antonia Cantwell,18,8.52
Jessica Fitzgerald,23,5.48
Terence Mora,25,6.69
Walter Sutulovich,22,4.03
Patrick Gang,29,5.52
Kelly Kluge,23,6.28
James Cooper,20,7.88
Daniel Bauer,21,4.13
James Stapleton,18,3.81
Gene Rodriguez,23,7.1
Robert Wheaton,20,7.47
Jennifer Boyer,24,5.35
Holly Wolfe,26,9.05
Barbara Thomas,23,2.48
Emil Race,20,1.44
Gerda Irvin,21,6.61
Megan Reynolds,20,0.89
Jacqueline Shively,22,6.25
Rafael Shanks,26,5.03
Rodney Gilchrist,24,4.0
Agnes Diaz,30,7.96
Ruth Gramham,30,2.28
Shirley Duncan,18,1.92
Edward Vancleave,24,7.31
James Baker,18,1.38
Thomas King,29,2.77
Clyde Watson,25,7.94
Peter Gonzalez,29,9.35
Felipe Tucker,18,1.77
Gwendolyn Furman,28,6.03
David Martin,29,1.15
William Gilbert,27,0.25
Jacob Ramey,19,3.7
Betty Turner,30,3.02
Richard Goldizen,26,2.25
Brenda Bravo,20,4.51
Sheila Wannamaker,18,3.43
Beatrice Coonrod,26,7.6
Barbara Stern,20,0.71
Richard Mellis,23,0.21
Natalie Decarlo,22,5.3
Stephen Strong,29,0.4
Thomas Bentley,23,5.99
Melanie Martin,25,2.08
Jose Raisley,30,5.32
William Lupkes,24,0.27
Paula Wells,18,8.29
Francis Corriveau,22,4.4
Adam Acosta,29,8.64
Cassandra Banta,20,7.21
Megan Parke,30,3.96
Bessie Watts,28,6.56
Kelly Heyde,28,4.5
Brittany Haga,27,1.51
Mary Pulliam,27,2.03
Carol Johnston,23,0.19
Lorenza Ciocca,21,9.64
Emma Smith,18,2.05
Allen Lischak,29,9.02
Judi Rinks,30,7.73
Mary Ridgeway,29,2.43
Sacha Boesiger,26,6.7
Paul Coles,23,2.96
Stacy Bredesen,20,9.38
Lavonda Boyd,29,8.44
Candace Davison,22,4.57
Amanda Harlan,23,6.7
Julie Matson,23,3.36
Judy Jones,30,5.81
John Oconnor,26,1.28
Maria Rhew,21,5.96
Darline Antone,21,2.87
Rachel Hanes,22,5.96
Abel Barris,18,8.24
Hanna Ruiz,25,2.0
Ray Ransom,20,3.2
Donald Richards,20,8.13
Ruth Leta,21,3.08
Ralph Souza,29,5.29
Kathy Morris,20,9.76
Eddie Stelzer,23,8.13
Tracy Ferrell,20,0.69
Robert Cote,20,7.94
Mary Byrd,26,9.13
Brian Taegel,22,9.42
Barbara Ramirez,18,4.39
Doris Wyant,25,6.35
Ana Morton,30,6.6
Elsie Harden,23,6.77
John Ryan,28,9.69
Patricia Becker,21,7.18
Daniel Orr,22,8.44
Carolyn Hasse,18,7.74
Rose Yang,25,4.81
Edward Richards,22,0.56
Mary Hollingsworth,23,8.66
Mildred Irving,28,3.38
